date,user,tweet,rt,fav,followers,verified,hashtags,cashtags
2022-05-14 06:43:20+00:00,UmutOzdamarlar,"Egea hybrid artık ülkemizde yollarda,  nispeten ulaşılabilir ve artan yakıt fiyatları ile nispeten ekonomik bir araç olarak bana sorarsanız pazardaki liderliğini pekiştirecektir. 
#toaso",4,41,4484,False,['toaso'],
2022-05-14 06:21:53+00:00,UmutOzdamarlar,Ben de bunun üzerine hem #toaso hakkında bir şeyler yazmak hem de hybrid egea yı tanımak adına birkaç bir şey paylaşmak istedim…,0,14,4484,False,['toaso'],
2022-05-13 19:03:32+00:00,Erdem0642,"Bana zaman zaman soranlar oluyor ne dir bu özvarlıklarını artıran, gelecek vizyonu olan, karlılığını artıran kısacası büyüyen şirketler?
#Aksa #sasa #eregl #froto #hekts #egeen #vesbe  #alark #arclk #krdmd #toaso #sise bunlar benim aklıma gelenler",42,322,10734,False,"['Aksa', 'sasa', 'eregl', 'froto', 'hekts', 'egeen', 'vesbe', 'alark', 'arclk', 'krdmd', 'toaso', 'sise']",
2022-05-13 17:58:58+00:00,Buminkagan33,"#bist100 #BIST30 
#EREGL #ASELS #TCELL #AKGRT #TOASO ile yola devam 
Bugün #CIMSA ve #VESTL ile vedalaştık herkese hayırlı bol kazançlar olsun",0,4,47,False,"['bist100', 'BIST30', 'EREGL', 'ASELS', 'TCELL', 'AKGRT', 'TOASO', 'CIMSA', 'VESTL']",
2022-05-13 17:19:24+00:00,AyanKapgan,Takip Listem (16/20 Mayıs 2022) 🙂👍 1)RTALB➡️47.50 2)AKSGY➡️3.56 3)PETUN➡️24.97 4)YAYLA➡️3.31 5)SAFKR➡️8.38 6)TOASO➡️87.75 7)KONTR➡️145.00 8)KRDMD➡️15.43 9)ISMEN➡️18.68  10)ALGYO➡️39.60 #rtalb #aksgy #algyo  #petun  #yayla #kontr #krdmd #safkr #toaso #ısmen #borsa #hisse,0,8,266,False,"['rtalb', 'aksgy', 'algyo', 'petun', 'yayla', 'kontr', 'krdmd', 'safkr', 'toaso', 'ısmen', 'borsa', 'hisse']",
2022-05-13 16:00:36+00:00,husban001,"#TOASO Ziraat Yatırım, Tofaş hedef fiyatını 110 TL'den 112 TL'ye yükseltti, AL tavsiyesini korudu",0,1,862,False,['TOASO'],
2022-05-13 14:58:36+00:00,Mehmettuzun,#toaso #froto #otkar bugun neyin kafasını yasıyorsunuz acaba ?.ytd,0,3,209,False,"['toaso', 'froto', 'otkar']",
2022-05-13 14:07:15+00:00,omrardc,bugün birikimli sanal portföy için alım günü nisan ayı ikinci alımı ikiye böldük o yüzden 1800 tl eşit olarak #eregl #aksa #toaso #vesbe #hekts ve #sasa da olacak 🤔 alım saati 17:30-18:00 arasında bilginize 😉,2,46,17667,False,"['eregl', 'aksa', 'toaso', 'vesbe', 'hekts', 'sasa']",
2022-05-13 13:46:03+00:00,borsarigor,#toaso şut #miatk #logo #mercn alındı,0,3,792,False,"['toaso', 'miatk', 'logo', 'mercn']",
2022-05-13 13:33:18+00:00,23searslan,Aracı kurumlar hisselerin hedef fiyatlarını yukarı yönlü revize ettikçe hisseler hedeften daha da uzaklaşıyor :) örnekleri çok #toaso #froto #eregl #vestl #ttrak ve daha niceleri #bist100 #endeks,0,9,9,False,"['toaso', 'froto', 'eregl', 'vestl', 'ttrak', 'bist100', 'endeks']",
2022-05-13 13:26:38+00:00,goztepe_350,Coinde luna bistte #TOASO ikiside çöp he var he yok,0,1,38,False,['TOASO'],
2022-05-13 13:04:15+00:00,piyasatahmin,"#TOASO Ziraat Yatırım, Tofaş hedef fiyatını 110 TL'den 112 TL'ye yükseltti, AL tavsiyesini korudu",5,249,86799,False,['TOASO'],
2022-05-13 13:03:08+00:00,33Joker3333,#toaso 10-11 lira kar payı dağıtacak tofaş 76 lira.,0,1,23,False,['toaso'],
2022-05-13 13:00:12+00:00,MarketHisse,"Ziraat Yatırım, Tofaş hedef fiyatını 110,00 TL'den 112,00 TL'ye yükseltti, ""al"" tavsiyesini korudu #TOASO",0,0,770,False,['TOASO'],
2022-05-13 12:59:16+00:00,parasancom,"🎯 Ziraat Yatırım, #TOASO HF 110,00 TL'den 112,00 TL'ye yükseltti, ""al"" tavsiyesini değiştirmedi.",0,1,3042,False,['TOASO'],
2022-05-13 12:56:26+00:00,ForeksTurkey,"Ziraat Yatırım, Tofaş hedef fiyatını 110,00 TL'den 112,00 TL'ye yükseltti, ""al"" tavsiyesini korudu #TOASO",4,50,412940,False,['TOASO'],
2022-05-13 11:47:55+00:00,zeynepxaktas,"2022/3 Bilançolarına göre iki şirket karşılaştırmaları yapacağım. Ne diyorsunuz?
#TOASO #FROTO
#TMSN #TTRAK
#BIMAS #SOKM
#SAHOL #KCHOL
#BRSAN #GSDHO
#EREGL #ISDMR
#VESBE #ARCLK
#THYAO #PGSUS
#INDES #ARENA
#KORDS #AKSA
#KARSN #ASUZU
#TCELL #TTKOM
#HEKTS #GUBRF
#AKSA #SASA",61,2544,185065,False,"['TOASO', 'FROTO', 'TMSN', 'TTRAK', 'BIMAS', 'SOKM', 'SAHOL', 'KCHOL', 'BRSAN', 'GSDHO', 'EREGL', 'ISDMR', 'VESBE', 'ARCLK', 'THYAO', 'PGSUS', 'INDES', 'ARENA', 'KORDS', 'AKSA', 'KARSN', 'ASUZU', 'TCELL', 'TTKOM', 'HEKTS', 'GUBRF', 'AKSA', 'SASA']",
