date,user,tweet,rt,fav,followers,verified,hashtags,cashtags
2021-05-07 15:35:15+00:00,TemkinliB,#MSGYO aktif büyüklüğü 281M TL olup bunun %97si özkaynaklar ile fonlanmaktadır. (BORCU YOKTUR) #Bitcoin #vakko #vakfn #vakfndesoyuluyoruz #vertu #cmbt #odas #krdmd #tcell #ykbnk #tkfen #asels #tuprs #ittfh #kuyas #TKNSA #rygyo #ERBOS #pekgy #intem #tgsas #BRKSN #dogub #bagfs,0,10,163,False,"['MSGYO', 'Bitcoin', 'vakko', 'vakfn', 'vakfndesoyuluyoruz', 'vertu', 'cmbt', 'odas', 'krdmd', 'tcell', 'ykbnk', 'tkfen', 'asels', 'tuprs', 'ittfh', 'kuyas', 'TKNSA', 'rygyo', 'ERBOS', 'pekgy', 'intem', 'tgsas', 'BRKSN', 'dogub', 'bagfs']",
2021-05-07 15:31:11+00:00,YilmazHakan41,"6-7 Mayıs tarihlerindeki halka arzlara katıldınız mı? 

#borsa #halkaarz #bist #turex #bioen #mtrks #quagr #gwind #ntgaz #halkb #odas #petkm #krdmd #thyao #ekgyo #kozal #ihlgm #skbnk #kchol #esen #trilc #asels #pgsus #penta #cante #klkim #sasa #ihlas #zrgyo #ihlas #garan #tuprs",1,3,373,False,"['borsa', 'halkaarz', 'bist', 'turex', 'bioen', 'mtrks', 'quagr', 'gwind', 'ntgaz', 'halkb', 'odas', 'petkm', 'krdmd', 'thyao', 'ekgyo', 'kozal', 'ihlgm', 'skbnk', 'kchol', 'esen', 'trilc', 'asels', 'pgsus', 'penta', 'cante', 'klkim', 'sasa', 'ihlas', 'zrgyo', 'ihlas', 'garan', 'tuprs']",
2021-05-07 15:30:35+00:00,atlanticgreenp1,"Alıcılı gün,%0.95 yükseldi,1,441p kapandı,#tuprs #garan #thyao #isctr #asels yeşil,#eregl kırmızı,#dolarTL 8.23,ABD kötü jobs report'a rağmen rekorlar kırıyor,US 10yr 1.55,#DXY 90.36,#Kriptopara #Bitcoin $57,300s,#bist100 #xu100 @Hurriyet @cnnturk @gazetesozcu @BloombergHT @NTV",0,0,42,False,"['tuprs', 'garan', 'thyao', 'isctr', 'asels', 'eregl', 'dolarTL', 'DXY', 'Kriptopara', 'Bitcoin', 'bist100', 'xu100']",
2021-05-07 15:17:31+00:00,198iki,"Uzun vadeciyiz diye fiyatına bakmadan hisse almam bu fikre de aşırı karşıyım. Portföydeki hangi hisse zirvesinden çooook uzakta ise ona yüklenirim.
2018'de #hekts #petkm 
2019'da #eregl 
2020-21'de #tuprs
Sıradaki kurbanımı bekliyorum.
Gönlümden geçenler... 
#aksa #vesbe #froto",1,11,1254,False,"['hekts', 'petkm', 'eregl', 'tuprs', 'aksa', 'vesbe', 'froto']",
2021-05-07 15:12:07+00:00,CemalX9,"Güzel kapanış... 

Karanlık oda da iyiydi.

Yabana atmayalım bu kapanışı. 

Pazartesi devam ederiz inşallah. 

Haftaya Pazartesi #bakab #sekfk #tskb #xbank #tuprs #quagr #kozaa #kozal #arsan ilk bakacağım kâğıtlar.",3,36,6090,False,"['bakab', 'sekfk', 'tskb', 'xbank', 'tuprs', 'quagr', 'kozaa', 'kozal', 'arsan']",
2021-05-07 15:04:22+00:00,oguzhanntorunn,"#KOZAL #TUPRS #KARSN #KCHOL #CIMSA #XBANK ile güzel bir haftayı geride bıraktık.

Tüm hareketleri yakalamak imkansız fakat 3'ünü yakala rakamlara bağla kendini trende bırak.

Haftasonu tekrar çalışıp 2.5 gün için ekran yapmak gerek.",0,148,24544,False,"['KOZAL', 'TUPRS', 'KARSN', 'KCHOL', 'CIMSA', 'XBANK']",
2021-05-07 15:03:44+00:00,generatedsignal,"TUPRS
Günlük grafikte Ichimoku indikatörü SenkouB çizisini yukarı kırdı.
Hacim : 929.929.085,15
Fiyat : 96,65
Tarih : 07.05.2021 18:03
#TUPRS #bist #xu100",0,21,25801,False,"['TUPRS', 'bist', 'xu100']",
2021-05-07 15:00:38+00:00,oguzhanntorunn,#TUPRS için ısrarla 2.çeyrek 3.çeyrek dedim 83-85 aralığında 90 üstü 100 hedefimize az kaldı. ✅,1,67,24544,False,['TUPRS'],
2021-05-07 14:31:45+00:00,AkifSeckin0027,"#BİST #XBANK Ve #BİST30 Önderliginde Yükseliyor.

#AKBNK #ASELS #ARCLK #BIMAS #DOHOL #EKGYO #EREGL #GARAN #GUBRF  #HALKB  #ISCTR  #KCHOL  #KOZAA  #KOZAL  #KRDMD  #OYAKC  #PETKM  #PGSUS  #SAHOL  #SASA  #SISE  #TAVHL  #TCELL #THYAO  #TEKFN  #THYAO   #TSKB  #TTKOM #TUPRS #VAKBN",0,1,1219,False,"['BİST', 'XBANK', 'BİST30', 'AKBNK', 'ASELS', 'ARCLK', 'BIMAS', 'DOHOL', 'EKGYO', 'EREGL', 'GARAN', 'GUBRF', 'HALKB', 'ISCTR', 'KCHOL', 'KOZAA', 'KOZAL', 'KRDMD', 'OYAKC', 'PETKM', 'PGSUS', 'SAHOL', 'SASA', 'SISE', 'TAVHL', 'TCELL', 'THYAO', 'TEKFN', 'THYAO', 'TSKB', 'TTKOM', 'TUPRS', 'VAKBN']",
2021-05-07 14:28:24+00:00,Borsabedelsiz,"Favori Liste-Başka yok.
#tuprs #pgsus #thyao #tavhl #mavi #brsan #parsan #sahol #ttkom #odas #ekgyo #katmr #asels #isdmr #algyo  
Tavsiye değildir.",0,6,1627,False,"['tuprs', 'pgsus', 'thyao', 'tavhl', 'mavi', 'brsan', 'parsan', 'sahol', 'ttkom', 'odas', 'ekgyo', 'katmr', 'asels', 'isdmr', 'algyo']",
